target,feature_variant,model,rmse,mae,r2,rmse_ci_low,rmse_ci_high
COPD,raw,Simple LR (1 feat),2.2971471353368194,1.844010559763301,0.008596839187927974,2.199796117131403,2.3867398107858153
COPD,raw,"Multiple LR (Ridge, numeric)",3.651405909096824,1.2883375232218388,-1.5049144660353244,2.005199305686499,4.938001738561746
COPD,raw,"Multiple LR (Ridge, full)",3.651405909096824,1.2883375232218388,-1.5049144660353244,2.005199305686499,4.938001738561746
COPD,raw,Ridge (tuned),1.7323987471123454,1.10319702002728,0.4361437551866243,1.4024742007110316,2.0694015282393736
COPD,raw,Lasso (tuned),1.382419329762737,1.050222211388696,0.6409522014991162,1.2895145297189383,1.4669066300799491
COPD,raw,ElasticNet (tuned),1.4604191138601523,1.0577504652037228,0.5992922986271549,1.3254232821149732,1.608233523551998
COPD,raw,XGBoost (tuned),0.9234237403163708,0.7009333573312375,0.8397954877639855,0.8740271794159763,0.9634173125341555
COPD,engineered,Simple LR (1 feat),2.2779831312869154,1.8320276277244305,0.025069448221276325,2.188323275998085,2.3514095426627675
COPD,engineered,"Multiple LR (Ridge, numeric)",1.755560197695104,0.9901703555723514,0.4209659213987429,1.3078791105068284,2.292097658439271
COPD,engineered,"Multiple LR (Ridge, full)",1.755560197695104,0.9901703555723514,0.4209659213987429,1.3078791105068284,2.292097658439271
COPD,engineered,Ridge (tuned),1.2412271178357164,0.9285623459203348,0.7105489139905661,1.174339956233863,1.3045786948393296
COPD,engineered,Lasso (tuned),1.198976469511354,0.9126715619033039,0.7299190250803609,1.146386360875276,1.2600913922118178
COPD,engineered,ElasticNet (tuned),1.2023344565566507,0.9156020453167123,0.728404068848236,1.149971085698207,1.2644490046525123
COPD,engineered,XGBoost (tuned),0.9234237403163708,0.7009333573312375,0.8397954877639855,0.8740271794159763,0.9634173125341555
