target,feature_variant,model,rmse,mae,r2,rmse_ci_low,rmse_ci_high
CASTHMA,raw,Simple LR (1 feat),1.0009110741228153,0.7880006913875667,-0.015772600406230408,0.9517408770530001,1.0418921695904213
CASTHMA,raw,"Multiple LR (Ridge, numeric)",5.302360022971763,0.8974660735297326,-27.506502082927117,1.967984903186372,7.606542636674504
CASTHMA,raw,"Multiple LR (Ridge, full)",5.302360022971763,0.8974660735297326,-27.506502082927117,1.967984903186372,7.606542636674504
CASTHMA,raw,Ridge (tuned),0.7266509118268512,0.5355813696981332,0.4646261543679826,0.6706469330769699,0.7747280019460708
CASTHMA,raw,Lasso (tuned),0.6331813282843999,0.50091028824722,0.593498919375308,0.6048936991743145,0.652456298209843
CASTHMA,raw,ElasticNet (tuned),0.6390115492160201,0.5010990875705845,0.5859784754496784,0.6103791619517007,0.6643917727983235
CASTHMA,raw,XGBoost (tuned),0.3956221079478153,0.30640859509846574,0.8413037697191661,0.3782899834886645,0.41456424269729997
CASTHMA,engineered,Simple LR (1 feat),0.9772355890516901,0.7764827034101991,0.03171310334987165,0.9285995151566415,1.0166345713275344
CASTHMA,engineered,"Multiple LR (Ridge, numeric)",0.8828655535886375,0.4400152641866929,0.20969514449247784,0.6038377851815477,1.0837715780262043
CASTHMA,engineered,"Multiple LR (Ridge, full)",0.8828655535886375,0.4400152641866929,0.20969514449247784,0.6038377851815477,1.0837715780262043
CASTHMA,engineered,Ridge (tuned),0.5567234493683071,0.40078082715431773,0.6857433085252307,0.502714545641653,0.6151629813666853
CASTHMA,engineered,Lasso (tuned),0.5035195185974272,0.39287717089934543,0.7429378556653283,0.48315496332729463,0.5249605215075056
CASTHMA,engineered,ElasticNet (tuned),0.5004551338665606,0.38960314654226075,0.7460572590797612,0.4812783331727142,0.5210951401451156
CASTHMA,engineered,XGBoost (tuned),0.3956221079478153,0.30640859509846574,0.8413037697191661,0.3782899834886645,0.41456424269729997
